rank,name,team,opponent,game,pitcher,odds,final_hr_score,decision_tier,temperature,wind_speed,wind_direction,weather_desc,venue,roof_status,vegas_total,temp_score,wind_score,park_score,vegas_score,raw_weather_boost,weather_environment_score,weather_environment_grade,note
201,Drake Baldwin,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,525,53.4,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
202,Austin Riley,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,441,53.4,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
203,Ozzie Albies,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,518,44.3,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
204,Ha-Seong Kim,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,680,43.4,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
205,Mike Yastrzemski,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,620,42.2,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
206,Jorge Mateo,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,960,40.1,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
207,Mauricio Dubón,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,890,38.8,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
208,Nico Hoerner,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,1280,38.7,PASS,48.8,0,0,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,44,50,53.7,50,-2,47.2,SUPPRESS,Weather slightly suppresses power
209,Kazuma Okamoto,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,398,76.1,STRONG PLAY,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
210,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,544,59.4,WATCH,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
211,George Springer,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,503,58.4,WATCH,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
212,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,520,58.2,WATCH,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
213,Jesús Sánchez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,690,56.6,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
214,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,440,52.8,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
215,Jonathan Aranda,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,720,47,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
216,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,770,43.4,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
217,Andrés Giménez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1120,38,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
218,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1200,37.2,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
219,Tyler Heineman,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1280,36.9,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
220,Jake Fraley,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,940,34.8,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
221,Nick Fortes,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1100,32.6,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
222,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,980,31.9,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
223,Jonny DeLuca,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,990,31.5,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
224,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,30.9,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
225,Ryan Vilade,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1060,30.6,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
226,Ben Williamson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,30.2,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
227,Chandler Simpson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,2200,26.7,PASS,47.4,8.1,330,clear sky,Rogers Centre,DOME_OR_RETRACTABLE,7.5,38,50,55.5,50,0,44.1,DEAD AIR,Dead air HR environment
